Date,CROWSNEST RIVER AT FRANK,ELK RIVER AT FERNIE,HOSMER CREEK ABOVE DIVERSIONS
2001-04-05,0.928,9.73,0.025
2001-04-06,0.91,9.78,0.027
2001-04-07,0.912,9.72,0.029
2001-04-08,1.04,10.1,0.037
2001-04-09,1.13,10.8,0.039
2001-04-10,1.11,10.8,0.04
2001-04-11,1.07,10.6,0.04
2001-04-12,1.03,10.2,0.041
2001-04-13,1.02,10.1,0.042
2001-04-14,1.04,10.1,0.044
2001-04-15,1.01,10.1,0.046
2001-04-16,1.0,10.2,0.05
2001-04-17,1.04,10.4,0.065
2001-04-18,1.07,10.8,0.076
2001-04-19,1.12,11.4,0.089
2001-04-20,1.1,11.7,0.096
2001-04-21,1.1,11.7,0.08
2001-04-22,1.12,11.8,0.085
2001-04-23,1.15,11.9,0.093
2001-04-24,1.23,12.5,0.113
2001-04-25,1.42,13.8,0.21
2001-04-26,1.76,17.3,0.237
2001-04-27,2.38,23.5,0.281
2001-04-28,4.24,43.5,0.473
2001-04-29,4.88,51.9,0.291
2001-04-30,4.56,44.3,0.189
2001-05-01,3.93,38.2,0.168
2001-05-02,3.37,33.1,0.136
2001-05-03,3.05,30.3,0.124
2001-05-04,3.13,29.6,0.151
2001-05-05,3.86,34.0,0.195
2001-05-06,3.6,35.2,0.184
2001-05-07,3.49,33.9,0.174
2001-05-08,3.89,35.8,0.197
2001-05-09,4.44,42.7,0.237
2001-05-10,4.23,44.5,0.227
2001-05-11,4.31,44.0,0.227
2001-05-12,4.96,48.7,0.269
2001-05-13,7.1,66.3,0.627
2001-05-14,9.61,92.4,0.718
2001-05-15,8.34,84.7,0.46
2001-05-16,7.02,74.6,0.29
2001-05-17,6.02,65.3,0.24
2001-05-18,5.34,58.7,0.226
2001-05-19,5.17,55.5,0.223
2001-05-20,4.91,52.6,0.214
2001-05-21,4.55,48.8,0.203
2001-05-22,4.62,50.9,0.241
2001-05-23,6.05,66.9,0.494
2001-05-24,8.57,95.7,0.774
2001-05-25,9.94,121.0,0.765
2001-05-26,10.1,132.0,0.625
2001-05-27,9.98,134.0,0.512
2001-05-28,10.1,134.0,0.473
2001-05-29,9.14,123.0,0.357
2001-05-30,7.4,103.0,0.265
2001-05-31,6.23,85.4,0.222
2001-06-01,6.01,78.1,0.208
2001-06-02,6.82,84.2,0.218
2001-06-03,6.33,85.8,0.199
2001-06-04,9.53,86.6,0.257
2001-06-05,10.8,95.4,0.249
2001-06-06,11.3,92.5,0.242
2001-06-07,9.82,87.1,0.22
2001-06-08,8.77,83.1,0.196
2001-06-09,8.38,80.6,0.186
2001-06-10,8.02,80.0,0.175
2001-06-11,7.04,76.3,0.164
2001-06-12,7.07,72.0,0.185
2001-06-13,7.67,70.9,0.196
2001-06-14,7.67,67.7,0.187
2001-06-15,7.66,66.5,0.178
2001-06-16,7.23,65.4,0.165
2001-06-17,7.1,63.2,0.151
2001-06-18,9.38,64.6,0.157
2001-06-19,8.62,65.3,0.145
2001-06-20,8.04,63.1,0.13
2001-06-21,7.93,63.3,0.125
2001-06-22,7.88,66.1,0.125
2001-06-23,7.61,69.1,0.118
2001-06-24,6.93,68.9,0.113
2001-06-25,6.35,66.7,0.13
2001-06-26,5.98,62.4,0.126
2001-06-27,5.71,58.8,0.123
2001-06-28,5.59,55.7,0.115
2001-06-29,5.37,54.5,0.111
2001-06-30,5.18,55.5,0.106
2001-07-01,5.13,55.5,0.1
2001-07-02,4.93,54.1,0.093
2001-07-03,4.66,52.4,0.089
2001-07-04,4.46,50.3,0.085
2001-07-05,4.3,48.8,0.079
2001-07-06,4.13,48.1,0.075
2001-07-07,3.9,47.2,0.071
2001-07-08,3.61,44.6,0.069
2001-07-09,3.54,42.5,0.069
2001-07-10,3.46,40.9,0.067
2001-07-11,3.33,40.0,0.062
2001-07-12,3.17,39.1,0.059
2001-07-13,3.1,38.7,0.057
2001-07-14,3.01,38.5,0.055
2001-07-15,2.88,37.4,0.052
2001-07-16,2.78,36.1,0.051
2001-07-17,2.67,35.0,0.051
2001-07-18,2.57,33.6,0.051
2001-07-19,2.41,31.9,0.05
2001-07-20,2.3,30.4,0.05
2001-07-21,2.32,29.2,0.05
2001-07-22,2.39,28.7,0.049
2001-07-23,2.41,28.5,0.047
2001-07-24,2.39,28.8,0.047
2001-07-25,2.41,30.1,0.045
2001-07-26,2.25,30.0,0.045
2001-07-27,2.15,29.5,0.043
2001-07-28,2.09,28.6,0.043
2001-07-29,2.05,28.3,0.044
2001-07-30,1.98,27.8,0.042
2001-07-31,2.01,27.5,0.043
2001-08-01,1.99,27.0,0.042
2001-08-02,1.9,26.6,0.041
2001-08-03,1.83,26.2,0.04
2001-08-04,1.79,25.7,0.039
2001-08-05,1.77,25.3,0.038
2001-08-06,1.69,25.0,0.035
2001-08-07,1.63,24.7,0.034
2001-08-08,1.62,24.5,0.032
2001-08-09,1.62,24.3,0.031
2001-08-10,1.61,24.0,0.029
2001-08-11,1.59,23.8,0.029
2001-08-12,1.56,23.7,0.031
2001-08-13,1.56,23.3,0.032
2001-08-14,1.52,23.1,0.03
2001-08-15,1.51,22.8,0.028
2001-08-16,1.49,22.5,0.026
2001-08-17,1.5,22.3,0.027
2001-08-18,1.46,22.1,0.026
2001-08-19,1.44,21.9,0.026
2001-08-20,1.41,21.6,0.027
2001-08-21,1.37,21.5,0.028
2001-08-22,1.37,21.4,0.028
2001-08-23,1.38,21.1,0.029
2001-08-24,1.38,20.8,0.028
2001-08-25,1.33,19.5,0.025
2001-08-26,1.31,18.8,0.024
2001-08-27,1.28,18.1,0.024
2001-08-28,1.29,17.4,0.023
2001-08-29,1.27,17.1,0.022
2001-08-30,1.27,16.9,0.02
2001-08-31,1.28,16.6,0.018
2001-09-01,1.26,16.6,0.019
2001-09-02,1.26,16.7,0.019
2001-09-03,1.22,16.7,0.02
2001-09-04,1.2,16.7,0.02
2001-09-05,1.22,16.8,0.021
2001-09-06,1.28,16.7,0.022
2001-09-07,1.32,16.6,0.03
2001-09-08,1.3,16.6,0.027
2001-09-09,1.25,16.5,0.025
2001-09-10,1.24,16.5,0.024
2001-09-11,1.23,16.3,0.024
2001-09-12,1.22,16.0,0.026
2001-09-13,1.23,15.7,0.026
2001-09-14,1.24,15.4,0.024
2001-09-15,1.26,14.9,0.022
2001-09-16,1.21,14.6,0.02
2001-09-17,1.21,14.3,0.018
2001-09-18,1.25,14.2,0.019
2001-09-19,1.22,14.2,0.019
2001-09-20,1.21,14.2,0.017
2001-09-21,1.21,14.2,0.016
2001-09-22,1.2,14.4,0.015
2001-09-23,1.18,14.4,0.015
2001-09-24,1.16,14.4,0.015
2001-09-25,1.12,14.4,0.015
2001-09-26,1.16,14.3,0.02
2001-09-27,1.15,14.3,0.02
2001-09-28,1.21,14.3,0.025
2001-09-29,1.17,14.3,0.027
2001-09-30,1.15,14.3,0.03
2001-10-01,1.1,14.2,0.03
2001-10-02,1.1,14.2,0.024
2001-10-03,1.1,14.2,0.024
2001-10-04,1.09,14.1,0.025
2001-10-05,1.09,14.1,0.025
2001-10-06,1.07,14.0,0.025
2001-10-07,1.06,13.9,0.029
2001-10-08,1.05,13.9,0.029
2001-10-09,1.05,13.8,0.029
2001-10-10,1.05,13.5,0.031
2001-10-11,1.09,13.4,0.031
2001-10-12,1.1,13.4,0.026
2001-10-13,1.06,13.4,0.024
2001-10-14,1.03,13.3,0.023
2001-10-15,1.06,13.3,0.022
2001-10-16,1.06,13.3,0.023
2001-10-17,1.07,13.2,0.027
2001-10-18,1.07,13.1,0.027
2001-10-19,1.05,13.1,0.027
2001-10-20,1.03,13.1,0.028
2001-10-21,1.04,13.0,0.028
2001-10-22,1.04,13.0,0.029
2001-10-23,1.07,12.9,0.032
2001-10-24,1.05,12.8,0.033
2001-10-25,1.03,12.8,0.033
2001-10-26,1.06,12.8,0.033
2001-10-27,1.07,12.9,0.046
2001-10-28,1.27,12.9,0.062
2001-10-29,1.2,12.9,0.034
2001-10-30,1.15,12.9,0.034
2001-10-31,1.18,12.9,0.046
2001-11-01,1.2,12.9,0.032
2001-11-02,1.12,12.9,0.024
2001-11-03,1.05,12.9,0.024
2001-11-04,1.03,12.9,0.025
2001-11-05,1.06,12.8,0.035
2001-11-06,1.07,12.8,0.036
2001-11-07,1.04,12.8,0.03
2001-11-08,1.07,12.8,0.029
2001-11-09,1.02,12.7,0.028
2001-11-10,0.96,12.6,0.027
2001-11-11,0.957,12.5,0.026
2001-11-12,0.968,12.5,0.026
2001-11-13,0.947,12.5,0.024
2001-11-14,0.984,12.6,0.069
2001-11-15,1.03,12.6,0.072
2001-11-16,1.05,12.9,0.1
2001-11-17,1.1,13.6,0.098
2001-11-18,1.09,14.1,0.073
2001-11-19,1.12,14.3,0.057
2001-11-20,1.06,14.3,0.049
2001-11-21,1.03,14.2,0.045
2001-11-22,1.04,14.0,0.042
2001-11-23,1.04,13.8,0.04
2001-11-24,1.03,13.7,0.036
2001-11-25,0.943,13.6,0.029
2001-11-26,0.681,13.4,0.027
2001-11-27,0.647,13.2,0.031
2001-11-28,0.665,13.1,0.03
2001-11-29,0.69,12.9,0.03
2001-11-30,0.756,12.8,0.029
2001-12-01,0.854,12.7,0.028
2001-12-02,0.867,12.7,0.027
2001-12-03,0.89,12.6,0.026
2001-12-04,0.896,12.6,0.025
2001-12-05,0.881,12.5,0.025
2001-12-06,0.898,12.4,0.024
2001-12-07,0.903,12.4,0.024
2001-12-08,0.89,12.3,0.024
2001-12-09,0.87,12.2,0.023
2001-12-10,0.795,11.9,0.022
2001-12-11,0.861,10.6,0.022
2001-12-12,0.85,9.9,0.022
2001-12-13,0.907,9.9,0.023
2001-12-14,0.953,10.3,0.023
2001-12-15,0.924,10.9,0.024
2001-12-16,0.933,11.1,0.023
2001-12-17,0.94,11.0,0.022
2001-12-18,0.906,10.6,0.021
2001-12-19,0.9,9.4,0.02
2001-12-20,0.914,8.9,0.019
2001-12-21,0.897,8.9,0.019
2001-12-22,0.845,9.6,0.02
2001-12-23,0.807,10.2,0.021
2001-12-24,0.812,10.2,0.021
2001-12-25,0.8,10.0,0.021
2001-12-26,0.795,9.2,0.019
2001-12-27,0.78,8.4,0.018
2001-12-28,0.78,7.8,0.017
2001-12-29,0.764,7.6,0.016
2001-12-30,0.77,7.8,0.017
2001-12-31,0.765,8.0,0.017
2002-01-01,0.75,7.5,0.018
2002-01-02,0.743,6.7,0.02
2002-01-03,0.757,6.46,0.021
2002-01-04,0.77,6.75,0.024
2002-01-05,0.805,7.5,0.024
2002-01-06,0.844,8.8,0.024
2002-01-07,0.9,10.2,0.021
2002-01-08,1.5,12.8,0.023
2002-01-09,1.35,14.4,0.027
2002-01-10,1.17,15.0,0.029
2002-01-11,1.12,14.6,0.027
2002-01-12,1.16,13.5,0.026
2002-01-13,1.13,12.6,0.025
2002-01-14,1.05,11.2,0.023
2002-01-15,1.01,9.5,0.021
2002-01-16,0.921,7.5,0.02
2002-01-17,0.9,7.2,0.021
2002-01-18,0.88,7.4,0.021
2002-01-19,0.9,7.6,0.023
2002-01-20,0.973,8.0,0.026
2002-01-21,0.967,8.1,0.026
2002-01-22,0.94,8.1,0.026
2002-01-23,0.916,8.2,0.026
2002-01-24,0.911,8.5,0.025
2002-01-25,0.89,9.0,0.024
2002-01-26,0.83,9.2,0.019
2002-01-27,0.76,8.95,0.018
2002-01-28,0.79,8.0,0.019
2002-01-29,0.84,7.3,0.02
2002-01-30,0.89,7.0,0.021
2002-01-31,1.03,7.25,0.022
2002-02-01,0.977,7.5,0.023
2002-02-02,0.953,7.6,0.023
2002-02-03,0.936,7.8,0.023
2002-02-04,0.914,8.0,0.023
2002-02-05,0.891,8.05,0.023
2002-02-06,0.88,8.1,0.023
2002-02-07,0.874,8.2,0.023
2002-02-08,0.869,8.3,0.023
2002-02-09,0.878,8.3,0.022
2002-02-10,0.89,8.4,0.021
2002-02-11,0.865,8.4,0.02
2002-02-12,0.815,8.0,0.019
2002-02-13,0.82,7.65,0.019
2002-02-14,0.83,7.2,0.018
2002-02-15,0.842,7.1,0.018
2002-02-16,0.851,7.2,0.018
2002-02-17,0.852,7.4,0.019
2002-02-18,0.86,7.6,0.019
2002-02-19,0.809,7.8,0.02
2002-02-20,0.811,8.05,0.021
2002-02-21,0.808,8.2,0.021
2002-02-22,1.08,9.0,0.024
2002-02-23,1.12,9.6,0.025
2002-02-24,1.08,10.0,0.027
2002-02-25,1.02,9.6,0.026
2002-02-26,1.02,8.5,0.024
2002-02-27,1.05,7.8,0.024
2002-02-28,1.02,7.8,0.023
2002-03-01,1.02,8.4,0.024
2002-03-02,1.01,8.7,0.024
2002-03-03,1.0,8.7,0.023
2002-03-04,0.998,8.6,0.023
2002-03-05,0.98,8.4,0.022
2002-03-06,0.96,8.0,0.021
2002-03-07,0.93,7.8,0.02
2002-03-08,0.91,7.3,0.019
2002-03-09,1.04,7.2,0.018
2002-03-10,1.03,7.1,0.019
2002-03-11,0.933,7.2,0.019
2002-03-12,0.951,7.6,0.02
2002-03-13,0.936,8.0,0.022
2002-03-14,0.92,9.0,0.024
2002-03-15,0.875,9.7,0.028
2002-03-16,0.84,11.0,0.032
2002-03-17,0.83,11.2,0.031
2002-03-18,0.825,10.9,0.029
2002-03-19,0.81,9.6,0.025
2002-03-20,0.78,8.8,0.024
2002-03-21,0.75,8.5,0.025
2002-03-22,0.884,9.5,0.029
2002-03-23,0.835,11.0,0.034
2002-03-24,0.814,13.0,0.04
2002-03-25,0.839,15.6,0.042
2002-03-26,0.852,16.2,0.041
2002-03-27,0.872,16.6,0.035
2002-03-28,0.88,16.5,0.032
2002-03-29,0.879,16.4,0.031
2002-03-30,0.879,15.2,0.031
2002-03-31,0.88,14.4,0.038
2002-04-01,0.88,14.7,0.072
2002-04-02,0.85,15.2,0.077
2002-04-03,0.87,14.9,0.075
2002-04-04,0.89,14.7,0.076
2002-04-05,0.949,14.6,0.089
2002-04-06,1.2,15.0,0.127
2002-04-07,1.28,17.0,0.181
2002-04-08,1.26,19.4,0.163
2002-04-09,1.26,20.7,0.142
2002-04-10,1.33,22.5,0.136
2002-04-11,1.5,28.2,0.162
2002-04-12,1.86,30.6,0.185
2002-04-13,2.13,40.3,0.315
2002-04-14,2.84,64.2,0.909
2002-04-15,3.19,60.7,0.498
2002-04-16,3.07,47.2,0.348
2002-04-17,2.82,40.2,0.29
2002-04-18,2.55,35.9,0.242
2002-04-19,2.51,34.2,0.239
2002-04-20,2.48,33.6,0.252
2002-04-21,2.65,34.8,0.303
2002-04-22,3.04,37.2,0.325
2002-04-23,3.14,39.7,0.31
2002-04-24,2.99,35.6,0.251
2002-04-25,2.86,33.2,0.208
2002-04-26,2.78,32.1,0.187
2002-04-27,2.65,30.8,0.178
2002-04-28,2.63,29.6,0.175
2002-04-29,2.73,30.3,0.218
2002-04-30,3.04,32.4,0.32
2002-05-01,3.25,34.6,0.364
2002-05-02,3.87,38.9,0.402
2002-05-03,4.95,47.1,0.434
2002-05-04,4.93,46.5,0.416
2002-05-05,4.63,44.0,0.352
2002-05-06,4.28,42.1,0.297
2002-05-07,4.01,39.2,0.249
2002-05-08,3.96,36.5,0.224
2002-05-09,3.81,34.7,0.21
2002-05-10,3.67,33.6,0.213
2002-05-11,3.68,33.4,0.24
2002-05-12,4.01,34.0,0.297
2002-05-13,5.26,39.4,0.429
2002-05-14,7.7,52.3,0.554
2002-05-15,8.44,56.8,0.581
2002-05-16,7.76,56.1,0.572
2002-05-17,7.76,55.9,0.577
2002-05-18,7.92,56.6,0.587
2002-05-19,9.42,59.3,0.628
2002-05-20,19.3,106.0,0.866
2002-05-21,29.3,179.0,1.05
2002-05-22,34.0,214.0,1.13
2002-05-23,25.3,178.0,1.04
2002-05-24,21.0,145.0,0.794
2002-05-25,19.0,127.0,0.74
2002-05-26,19.7,119.0,0.748
2002-05-27,24.5,125.0,0.856
2002-05-28,31.7,158.0,1.01
2002-05-29,41.9,203.0,1.12
2002-05-30,45.7,250.0,1.16
2002-05-31,45.0,275.0,1.11
2002-06-01,39.7,270.0,1.01
2002-06-02,37.8,266.0,0.975
2002-06-03,35.0,258.0,0.928
2002-06-04,31.9,244.0,0.894
2002-06-05,33.9,259.0,0.91
2002-06-06,37.0,289.0,0.933
2002-06-07,30.7,286.0,0.842
2002-06-08,28.7,249.0,0.747
2002-06-09,36.4,224.0,0.779
2002-06-10,50.1,235.0,0.852
2002-06-11,38.2,224.0,0.832
2002-06-12,32.9,198.0,0.749
2002-06-13,34.2,192.0,0.746
2002-06-14,39.1,220.0,0.782
2002-06-15,42.4,261.0,0.795
2002-06-16,45.9,303.0,0.794
2002-06-17,46.8,354.0,0.782
2002-06-18,41.4,368.0,0.767
2002-06-19,35.6,333.0,0.696
2002-06-20,31.1,290.0,0.618
2002-06-21,28.5,272.0,0.592
2002-06-22,28.0,276.0,0.63
2002-06-23,29.1,295.0,0.649
2002-06-24,29.2,311.0,0.65
2002-06-25,28.2,320.0,0.616
2002-06-26,26.9,315.0,0.567
2002-06-27,26.0,314.0,0.538
2002-06-28,25.2,314.0,0.493
2002-06-29,23.0,301.0,0.431
2002-06-30,20.6,283.0,0.394
2002-07-01,18.1,247.0,0.344
2002-07-02,15.6,209.0,0.301
2002-07-03,14.3,179.0,0.27
2002-07-04,13.6,162.0,0.251
2002-07-05,12.9,150.0,0.235
2002-07-06,12.1,140.0,0.211
2002-07-07,12.0,134.0,0.205
2002-07-08,13.0,139.0,0.217
2002-07-09,13.1,146.0,0.218
2002-07-10,12.5,146.0,0.208
2002-07-11,11.9,144.0,0.197
2002-07-12,11.6,142.0,0.187
2002-07-13,11.3,141.0,0.189
2002-07-14,11.0,136.0,0.177
2002-07-15,10.6,133.0,0.152
2002-07-16,9.83,126.0,0.112
2002-07-17,8.97,116.0,0.085
2002-07-18,8.59,107.0,0.07
2002-07-19,8.3,99.6,0.063
2002-07-20,7.97,93.6,0.059
2002-07-21,7.51,88.2,0.057
2002-07-22,7.03,82.8,0.056
2002-07-23,6.76,76.7,0.052
2002-07-24,6.59,71.5,0.05
2002-07-25,6.42,68.6,0.052
2002-07-26,6.26,67.5,0.05
2002-07-27,6.22,66.6,0.046
2002-07-28,5.77,65.0,0.045
2002-07-29,5.48,62.1,0.041
2002-07-30,5.26,58.6,0.041
2002-07-31,5.49,55.5,0.04
2002-08-01,5.17,54.5,0.04
2002-08-02,4.9,52.2,0.039
2002-08-03,4.74,49.7,0.038
2002-08-04,4.73,47.0,0.039
2002-08-05,4.89,45.5,0.047
2002-08-06,4.66,44.2,0.04
2002-08-07,4.42,42.8,0.038
2002-08-08,4.26,41.3,0.036
2002-08-09,4.14,39.6,0.035
2002-08-10,4.16,38.3,0.034
2002-08-11,4.19,37.8,0.034
2002-08-12,4.05,37.5,0.032
2002-08-13,3.88,36.8,0.03
2002-08-14,3.86,35.9,0.032
2002-08-15,3.87,35.0,0.034
2002-08-16,4.07,35.1,0.04
2002-08-17,3.92,35.3,0.036
2002-08-18,3.7,35.2,0.033
2002-08-19,3.58,34.4,0.031
2002-08-20,3.48,33.2,0.029
2002-08-21,3.41,32.2,0.029
2002-08-22,3.41,31.6,0.028
2002-08-23,3.25,30.8,0.028
2002-08-24,3.19,30.4,0.029
2002-08-25,3.24,30.2,0.029
2002-08-26,3.35,30.1,0.035
2002-08-27,3.61,30.5,0.035
2002-08-28,3.51,31.0,0.03
2002-08-29,3.39,30.9,0.028
2002-08-30,3.25,30.9,0.029
2002-08-31,3.14,30.8,0.033
2002-09-01,3.08,30.7,0.029
2002-09-02,3.02,30.5,0.028
2002-09-03,3.13,30.7,0.044
2002-09-04,3.13,31.0,0.035
2002-09-05,4.53,31.4,0.043
2002-09-06,4.82,32.1,0.038
2002-09-07,5.05,32.6,0.044
2002-09-08,4.89,33.1,0.04
2002-09-09,4.43,32.9,0.033
2002-09-10,3.98,31.9,0.031
2002-09-11,3.78,30.4,0.029
2002-09-12,3.64,29.4,0.028
2002-09-13,3.47,28.3,0.028
2002-09-14,3.35,27.7,0.027
2002-09-15,3.22,27.2,0.027
2002-09-16,3.06,26.8,0.027
2002-09-17,3.06,26.4,0.031
2002-09-18,3.02,26.3,0.032
2002-09-19,2.92,26.2,0.03
2002-09-20,2.77,26.0,0.028
2002-09-21,2.75,25.8,0.028
2002-09-22,2.74,25.6,0.028
2002-09-23,2.61,25.5,0.027
2002-09-24,2.74,25.4,0.027
2002-09-25,2.62,25.3,0.027
2002-09-26,2.56,25.2,0.027
2002-09-27,2.7,25.2,0.027
2002-09-28,2.63,25.1,0.027
2002-09-29,2.64,25.1,0.031
2002-09-30,2.86,25.0,0.041
2002-10-01,2.81,25.0,0.035
2002-10-02,2.7,25.0,0.033
2002-10-03,2.61,25.0,0.033
2002-10-04,2.57,25.0,0.032
2002-10-05,2.55,25.0,0.032
2002-10-06,2.5,25.0,0.032
2002-10-07,2.56,25.0,0.031
2002-10-08,2.61,25.1,0.03
2002-10-09,2.61,25.3,0.03
2002-10-10,2.62,25.3,0.03
2002-10-11,2.63,25.3,0.03
2002-10-12,2.63,25.3,0.03
2002-10-13,2.62,25.3,0.031
2002-10-14,2.46,25.2,0.033
2002-10-15,2.43,25.2,0.033
2002-10-16,2.4,25.2,0.034
2002-10-17,2.38,25.2,0.033
2002-10-18,2.35,25.2,0.033
2002-10-19,2.32,25.2,0.032
2002-10-20,2.3,25.2,0.032
2002-10-21,2.25,25.2,0.032
2002-10-22,2.22,25.1,0.03
2002-10-23,2.12,25.1,0.024
2002-10-24,2.09,25.0,0.023
2002-10-25,2.14,25.0,0.021
2002-10-26,2.14,24.9,0.024
2002-10-27,2.15,24.8,0.026
2002-10-28,2.1,24.7,0.026
2002-10-29,1.91,24.1,0.022
2002-10-30,1.7,21.0,0.017
2002-10-31,1.65,17.0,0.015
2002-11-01,1.66,15.9,0.015
2002-11-02,1.68,15.7,0.018
2002-11-03,1.7,15.7,0.021
2002-11-04,1.74,15.8,0.022
2002-11-05,1.8,16.0,0.023
2002-11-06,1.92,16.8,0.023
2002-11-07,1.87,17.8,0.02
2002-11-08,1.91,18.8,0.019
2002-11-09,1.97,20.4,0.016
2002-11-10,1.91,22.0,0.016
2002-11-11,1.86,22.8,0.017
2002-11-12,1.87,23.2,0.016
2002-11-13,1.85,23.2,0.016
2002-11-14,1.8,23.2,0.013
2002-11-15,1.77,23.2,0.012
2002-11-16,1.79,23.2,0.013
2002-11-17,1.79,23.2,0.015
2002-11-18,1.77,23.2,0.015
2002-11-19,1.78,23.2,0.016
2002-11-20,1.78,23.2,0.021
2002-11-21,1.76,23.1,0.018
2002-11-22,1.77,23.2,0.015
2002-11-23,1.73,22.1,0.011
2002-11-24,1.45,20.4,0.009
2002-11-25,1.48,18.0,0.009
2002-11-26,1.6,16.0,0.008
2002-11-27,1.62,15.7,0.008
2002-11-28,1.75,15.7,0.008
2002-11-29,1.72,15.9,0.009
2002-11-30,1.69,16.1,0.009
2002-12-01,1.7,16.8,0.009
2002-12-02,1.64,17.2,0.009
2002-12-03,1.55,17.3,0.009
2002-12-04,1.3,17.2,0.01
2002-12-05,1.4,17.2,0.01
2002-12-06,1.62,17.1,0.01
2002-12-07,1.61,17.1,0.01
2002-12-08,1.6,17.0,0.01
2002-12-09,1.59,17.1,0.01
2002-12-10,1.6,17.2,0.012
2002-12-11,1.59,17.5,0.014
2002-12-12,1.61,18.1,0.015
2002-12-13,1.69,19.0,0.017
2002-12-14,1.73,20.0,0.022
2002-12-15,1.79,21.1,0.032
2002-12-16,1.67,22.1,0.032
2002-12-17,1.56,22.9,0.03
2002-12-18,1.4,23.0,0.017
2002-12-19,1.2,22.4,0.011
2002-12-20,1.15,19.0,0.01
2002-12-21,1.12,16.0,0.01
2002-12-22,1.14,14.0,0.011
2002-12-23,1.17,13.2,0.013
2002-12-24,1.2,13.2,0.015
2002-12-25,1.25,13.2,0.019
2002-12-26,1.3,14.0,0.021
2002-12-27,1.32,14.3,0.022
2002-12-28,1.37,14.7,0.022
2002-12-29,1.39,15.0,0.021
2002-12-30,1.37,15.0,0.022
2002-12-31,1.42,14.8,0.021
2003-01-01,1.4,14.0,0.023
2003-01-02,1.43,13.5,0.024
2003-01-03,1.49,13.5,0.025
2003-01-04,1.47,13.7,0.024
2003-01-05,1.46,14.0,0.023
2003-01-06,1.45,14.2,0.023
2003-01-07,1.43,14.3,0.023
2003-01-08,1.4,14.2,0.023
2003-01-09,1.18,14.1,0.022
2003-01-10,1.15,13.5,0.021
2003-01-11,1.2,12.8,0.021
2003-01-12,1.32,12.2,0.022
2003-01-13,1.38,12.4,0.023
2003-01-14,1.35,12.8,0.023
2003-01-15,1.32,13.4,0.022
2003-01-16,1.28,13.8,0.022
2003-01-17,1.24,14.0,0.022
2003-01-18,1.21,14.0,0.023
2003-01-19,1.27,13.9,0.023
2003-01-20,1.32,13.9,0.022
2003-01-21,1.2,13.7,0.022
2003-01-22,1.14,13.6,0.021
2003-01-23,1.17,13.4,0.021
2003-01-24,1.2,13.3,0.022
2003-01-25,1.28,13.4,0.022
2003-01-26,1.31,13.7,0.038
2003-01-27,1.77,14.0,0.052
2003-01-28,1.48,14.3,0.04
2003-01-29,1.35,14.3,0.034
2003-01-30,1.35,14.2,0.032
2003-01-31,1.35,14.2,0.031
2003-02-01,1.35,14.2,0.032
2003-02-02,1.32,14.1,0.031
2003-02-03,1.28,14.0,0.029
2003-02-04,1.27,13.7,0.027
2003-02-05,1.17,13.5,0.024
2003-02-06,1.22,13.2,0.023
2003-02-07,1.13,13.0,0.023
2003-02-08,1.21,12.9,0.024
2003-02-09,1.11,12.9,0.024
2003-02-10,1.17,13.1,0.024
2003-02-11,1.13,13.2,0.024
2003-02-12,1.13,13.3,0.026
2003-02-13,1.14,13.3,0.031
2003-02-14,1.17,13.2,0.037
2003-02-15,1.17,13.3,0.031
2003-02-16,1.24,13.4,0.028
2003-02-17,1.24,13.7,0.027
2003-02-18,1.19,13.7,0.027
2003-02-19,1.12,13.6,0.027
2003-02-20,1.08,13.6,0.028
2003-02-21,0.98,13.6,0.028
2003-02-22,0.95,13.6,0.025
2003-02-23,0.94,13.4,0.022
2003-02-24,0.96,13.0,0.02
2003-02-25,0.98,12.2,0.019
2003-02-26,1.04,12.1,0.019
2003-02-27,1.02,12.2,0.02
2003-02-28,1.0,12.7,0.022
2003-03-01,1.02,13.1,0.024
2003-03-02,1.01,13.3,0.021
2003-03-03,0.979,13.4,0.021
2003-03-04,0.96,13.5,0.02
2003-03-05,0.93,13.4,0.02
2003-03-06,0.9,13.1,0.02
2003-03-07,0.88,13.0,0.02
2003-03-08,0.88,12.9,0.02
2003-03-09,0.92,12.3,0.02
2003-03-10,0.97,12.0,0.02
2003-03-11,1.08,12.4,0.021
2003-03-12,1.2,13.7,0.025
2003-03-13,2.9,20.0,0.068
2003-03-14,2.96,24.0,0.121
2003-03-15,2.28,26.2,0.127
2003-03-16,2.14,26.6,0.094
2003-03-17,1.95,26.2,0.082
2003-03-18,1.8,25.8,0.081
2003-03-19,1.68,25.2,0.077
2003-03-20,1.65,24.7,0.075
2003-03-21,1.65,24.6,0.073
2003-03-22,1.73,26.0,0.08
2003-03-23,1.84,26.7,0.117
2003-03-24,1.72,25.0,0.098
2003-03-25,1.64,24.3,0.08
2003-03-26,1.6,23.9,0.068
2003-03-27,1.53,23.5,0.061
2003-03-28,1.52,23.3,0.057
2003-03-29,1.53,23.4,0.057
2003-03-30,1.76,23.6,0.062
2003-03-31,3.59,26.5,0.177
2003-04-01,3.77,29.1,0.222
2003-04-02,3.03,26.9,0.165
2003-04-03,2.65,25.6,0.122
2003-04-04,2.46,25.1,0.096
2003-04-05,2.3,24.5,0.08
2003-04-06,2.18,24.1,0.072
2003-04-07,2.03,24.1,0.066
